"";"Q1";"Q2";"Q3";"Q4";"Q5";"Q6";"Q7";"Q8";"Q9";"Q10";"Q11";"Q12";"Q13";"Q14";"Q15";"Q16";"Q17";"Q18";"Q19";"Q20";"Q21";"Q22";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"E11";"E12";"E13";"E14";"E15";"E16";"E17";"E18";"E19";"E20";"E21";"E22";"introelapse";"testelapse";"surveyelapse";"TIPI1";"TIPI2";"TIPI3";"TIPI4";"TIPI5";"TIPI6";"TIPI7";"TIPI8";"TIPI9";"TIPI10";"VCL1";"VCL2";"VCL3";"VCL4";"VCL5";"VCL6";"VCL7";"VCL8";"VCL9";"VCL10";"VCL11";"VCL12";"VCL13";"VCL14";"VCL15";"VCL16";"IP_country";"education";"urban";"gender";"engnat";"age";"screenw";"screenh";"hand";"religion";"orientation";"race";"voted";"married";"familysize";"surveyaccurate";"major";"extr";"neur";"amab";"cons";"aber";"rv";"auth"
"337";8;2;1;8;2;8;5;8;8;5;8;5;8;2;8;2;2;8;2;8;7;2;14056;7569;8094;5087;18853;7409;20348;6369;8172;11200;6411;6689;7835;15322;8571;9942;9243;6537;11311;5059;10514;9786;13;216;193;6;2;7;2;7;4;6;6;1;6;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;2;1;59;768;1024;1;6;1;4;1;2;7;1;"";5;4;1,5;6,5;6,5;9;107
"338";5;6;6;6;5;4;4;9;7;6;9;4;6;8;3;3;8;9;5;8;6;6;18806;5588;5351;4046;12005;4989;8779;3113;5757;33512;4965;7479;4332;4559;5993;12606;7285;3977;9200;3036;5159;9964;10;182;126;3;7;3;5;6;1;1;3;4;6;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";4;2;2;1;48;1280;800;1;7;1;4;2;3;1;1;"Music Theory";2;4;4,5;3;6;12;122
"339";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;5;1;12003;6889;10327;7489;11026;10580;9664;5262;10684;9871;11404;10339;18588;9372;9551;10480;12665;9035;13545;7091;13209;10240;3;231;186;1;5;6;6;6;1;2;5;5;6;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";3;3;2;1;59;1366;768;1;12;1;4;1;2;3;1;"accounting";1;3,5;5,5;5,5;6;10;96
"340";2;1;4;8;1;8;4;8;9;2;9;6;8;2;8;1;2;9;2;9;7;2;13909;5951;17230;6219;6821;8778;10131;4915;4726;6244;6589;5949;8405;5635;7411;7672;7510;5501;5660;3701;6078;9785;3;167;197;3;2;6;3;3;2;6;3;3;7;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";4;3;2;1;54;800;1172;1;1;1;4;2;2;3;1;"english/ law";2,5;4;3;4,5;5;12;109
"341";5;2;3;9;2;9;2;6;9;5;9;2;7;2;9;1;2;9;2;8;9;2;14962;7982;10567;5249;10632;9900;11250;8700;11750;9783;5417;7800;10483;9317;12433;6467;12300;8967;8450;6865;7216;8185;8;207;176;7;3;2;6;6;6;7;1;5;6;1;1;0;1;1;1;0;0;0;1;0;1;1;1;1;1;"US";2;2;2;1;18;320;568;1;12;1;4;2;1;1;1;"No";6,5;5;5,5;1,5;6;11;107
"342";3;1;1;9;2;8;1;9;9;1;9;1;9;1;9;1;1;7;1;9;9;1;779301;9448;6754;5208;209076;23810;7614;6263;4491;5779;5920;2573;9062;5903;6161;5079;9033;22324;5292;3615;3107;6059;34;1225;379;3;4;2;6;5;3;6;3;3;6;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";2;3;2;1;29;1600;900;1;12;2;4;1;1;5;1;"";3;5;4,5;2,5;5,5;13;98
"343";3;1;1;8;1;9;1;8;7;1;8;5;7;1;7;1;4;9;3;9;4;1;8542;1913;4234;4784;8168;3917;8787;3977;12288;4673;7038;4223;13235;3659;5306;6933;9990;10778;5316;3263;2765;6517;13;141;82;5;5;1;4;7;3;6;1;3;3;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";1;2;2;1;14;1366;768;1;1;2;4;2;1;2;1;"";4;5,5;3,5;1;5;11;95
"344";7;5;8;3;5;3;4;3;4;3;4;6;6;0;3;4;6;6;6;7;2;3;18477;6811;8335;6422;10745;10472;10480;11764;7503;6705;7963;12639;15381;0;6840;12531;13763;12548;23127;10544;7902;9980;44;237;353;5;6;7;6;5;2;4;3;2;4;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;1;"US";2;3;1;1;18;360;640;1;4;1;5;2;1;8;1;"";3,5;5;4;5;4,5;9;86
"345";7;7;1;1;6;1;1;1;7;9;3;9;1;6;1;8;7;4;4;6;1;8;10084;7058;9863;3675;9126;6602;9245;3775;8399;6653;7299;5394;9852;11573;9778;12738;9988;8363;10332;6947;9111;8973;10;186;374;3;2;7;2;7;1;3;7;2;7;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";4;2;1;2;51;1366;768;1;9;1;4;1;1;2;1;"biology";2;2,5;2;7;7;12;85
"346";3;1;1;9;1;8;2;5;9;1;9;2;9;2;9;1;1;9;2;9;5;2;11078;4055;8821;2367;9729;8312;8203;3360;6715;3872;3730;2999;7662;7738;8219;3215;5834;4402;9681;2813;3077;7237;4;134;88;2;3;6;5;6;1;4;5;2;6;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;2;2;2;17;1440;900;1;1;4;1;2;1;2;1;"Bioengineering";1,5;3,5;3,5;5,5;6;9;96
"347";6;3;2;8;6;3;4;2;4;6;6;9;1;6;1;6;4;4;6;6;1;4;29590;20366;10115;11118;25177;16761;13474;6210;11412;11405;14615;7249;10730;17445;9797;11631;16615;8140;24431;12670;7921;10529;3;310;440;7;3;7;1;7;6;7;3;2;5;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1;1;"US";3;2;2;1;33;360;640;1;6;1;4;2;2;2;1;"Accounting";6,5;5;1,5;5;6;10;89
"348";3;1;2;9;3;8;3;8;7;3;9;5;6;5;5;2;3;9;2;8;5;2;4080;6483;6608;4823;528944;2320;6232;2487;3697;3703;3520;2224;4648;3056;16711;5480;3512;2096;4736;2625;5817;2991;18;629;70;5;3;5;5;3;3;6;6;3;3;1;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;"US";2;2;2;1;17;1600;900;1;4;0;4;2;1;3;1;"";4;4,5;4;5,5;3;10;104
"349";3;1;1;9;3;7;1;9;9;2;9;5;8;3;9;1;1;8;3;8;8;1;11600;4008;10360;3504;10815;9417;9327;3048;8344;10104;5864;12448;11367;7497;6679;7705;17158;7361;9808;8591;5272;7368;11;189;164;5;2;3;5;7;5;6;2;4;6;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;2;1;1;32;1344;840;2;0;0;4;1;2;3;1;"Law";5;4;4,5;2,5;6,5;13;105
"350";5;5;5;9;5;7;4;7;7;5;9;5;3;5;5;5;5;5;5;9;3;5;8676;12589;17604;6618;10184;6261;12457;17951;9389;5482;5865;3687;10200;10835;6001;9491;8157;6407;12738;5201;9860;11422;2;209;152;1;2;6;5;5;1;5;2;2;6;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;"US";2;3;1;1;22;1920;1080;3;1;1;4;1;1;0;1;"";1;3,5;3,5;4;5,5;12;113
"351";2;1;2;9;4;9;3;6;9;2;9;3;9;1;9;1;1;9;1;9;7;1;16099;8842;13631;6773;33801;9426;2586;90624;9892;13048;21321;10359;10860;7241;7040;2920;9560;15915;9526;6474;10427;8959;12;399;181;1;2;7;6;5;1;5;7;2;4;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";3;3;1;1;22;1920;1080;1;2;1;4;2;1;4;1;"engineering";1;3,5;4;7;4,5;9;104
"352";2;1;4;5;1;9;1;7;9;3;9;2;9;5;4;1;1;9;5;9;5;1;11769;4992;11957;8475;8895;11212;12823;7279;7452;8701;5679;5915;20655;10755;13024;8773;10263;10249;18138;6179;5187;8083;10;218;127;6;1;4;1;4;7;1;7;7;7;1;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;"US";2;2;2;1;33;1600;900;3;7;1;4;2;2;2;1;"";6,5;1;4;5,5;5,5;12;99
"353";6;3;5;9;6;7;6;3;6;8;9;6;8;8;8;3;4;5;7;6;7;8;26627;7884;15211;6077;16339;7831;24208;3023;5792;6366;5518;4700;14951;5813;9175;9788;10373;11246;9036;7526;6887;6887;33;223;153;3;1;6;4;6;3;4;5;2;4;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;3;1;1;16;768;1024;2;1;1;1;2;1;2;1;"";3;2,5;3;5,5;5;9;129
"354";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;19;220;7;1;7;7;7;1;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;"US";1;2;3;2;555;1366;768;3;10;4;3;1;1;0;1;"none";4;4;4;4;4;16;0
"355";7;3;6;5;4;4;4;8;7;6;7;7;4;4;5;4;4;7;4;7;3;7;15569;10464;11655;10176;12602;10369;12008;7751;8785;16504;8081;9913;10759;9424;7632;8432;12186;6761;8823;4977;7079;8728;12;221;426;4;2;6;6;5;3;3;3;3;3;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";4;2;1;1;49;1680;1050;2;6;1;4;1;2;2;1;"Business";3,5;2,5;4,5;4,5;4;10;107
"356";6;2;5;9;7;9;5;8;7;3;9;3;9;6;6;1;2;9;4;8;8;2;22411;11253;13483;11163;18652;18284;12836;9565;12913;11784;9744;13089;12996;18860;11638;7061;13027;8443;14516;13973;10845;9263;13;288;234;2;3;7;1;6;1;2;7;1;6;1;0;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;3;1;1;18;360;640;2;2;4;3;2;1;2;1;"";1,5;2,5;1;7;6;8;120
"357";6;8;9;2;8;4;9;2;3;9;6;8;1;9;1;9;9;2;7;3;1;9;26206;9576;6967;4107;14640;14102;12598;8824;6802;13578;8530;6712;9561;5411;13655;8607;13129;8173;6635;7165;12088;7953;4;226;202;1;5;3;5;4;2;4;2;6;3;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;"US";2;3;1;1;35;1366;768;1;1;1;4;2;1;2;1;"";1,5;4,5;5,5;2,5;3,5;12;111
"358";2;1;1;9;1;9;2;9;9;1;9;2;9;2;9;1;9;9;2;9;9;1;11665;3921;6582;3840;14158;5820;7841;3351;4880;5985;5088;4050;9584;5264;8706;6085;17320;4041;10729;4369;4049;4903;5923;154;127;2;3;3;6;4;4;5;3;5;6;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;"US";1;2;1;1;42;1440;900;1;2;1;4;1;2;2;1;"Theatre";3;4;5,5;3;5;11;112
"359";2;1;1;9;1;9;1;9;9;1;9;1;9;2;9;1;1;9;1;9;8;1;12298;5931;6196;4648;6305;6780;5842;5643;6169;4199;4432;5790;7889;6630;5567;3819;5619;6153;10356;3961;7149;5249;7;138;152;6;6;1;1;7;4;7;2;2;6;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";2;1;2;1;38;360;640;1;2;1;4;1;3;2;1;"";5;6,5;1,5;1,5;6,5;12;100
"360";5;1;8;8;5;7;5;7;5;5;9;6;5;7;3;5;6;9;3;9;6;5;42982;23723;23272;8279;14520;10832;15088;7632;8368;10296;5288;9152;15576;11872;9080;10640;10424;8545;18304;8711;6632;7873;24;288;227;3;6;5;2;6;1;7;7;3;4;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;"US";3;3;2;1;47;1920;1080;1;4;2;4;1;2;3;1;"psychology";2;6,5;2,5;6;5;8;123
"361";2;1;3;9;3;9;1;7;9;3;9;3;9;3;9;1;1;9;3;9;9;1;13648;12202;24941;5139;26053;27930;10207;6901;5051;14649;4758;5840;9251;6494;8879;6193;8937;4100;14444;5311;3765;6273;3;246;171;3;3;7;7;7;1;6;3;1;7;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;"US";1;2;2;1;17;768;1024;1;2;1;1;2;1;2;1;"";2;4,5;4;5;7;7;110
"362";8;5;8;3;9;8;5;1;7;8;8;7;5;9;5;3;5;7;7;9;2;9;10327;5815;11319;4748;10738;7164;6202;8552;6883;11051;4054;26733;11633;3117;8504;7999;9868;7769;6536;6195;3485;5087;7;184;113;6;5;6;1;5;1;7;7;2;6;1;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;"US";2;2;1;1;18;1440;900;1;7;0;4;2;1;3;1;"";3,5;6;1,5;6,5;5,5;11;125
"363";2;1;1;9;3;9;6;9;8;2;6;6;9;8;7;1;4;9;3;4;9;3;10571;4320;3992;2855;7172;4405;6230;3387;8551;6395;7168;3501;5972;3509;11372;3436;13814;2370;5324;3217;3521;7524;2;130;104;3;2;5;7;6;3;3;6;6;6;1;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;"US";2;2;2;2;16;1366;768;1;7;1;4;2;1;1;1;"";3;2,5;6,5;5,5;6;12;116
"364";5;5;1;9;1;9;1;5;8;1;9;1;8;1;9;1;1;9;1;8;8;1;36869;6351;18200;20116;55586;51088;11923;8389;26350;14601;14016;5022;29163;7902;28397;14263;12866;10813;8573;7765;11755;8812;44;410;262;6;6;6;2;6;2;2;6;5;7;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";4;3;1;1;66;601;962;1;1;1;4;1;2;2;1;"biology";4;4;3,5;6;6,5;13;92
"365";8;8;9;2;8;2;9;3;4;9;2;9;1;9;1;8;9;2;9;2;1;9;14697;5890;8127;9878;8032;13433;82736;4834;14477;6272;7264;23294;7831;7151;7744;7864;21342;5764;6516;5574;4185;6583;401;280;194;6;3;7;2;2;5;1;7;1;2;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";4;3;1;2;33;1440;900;1;6;1;4;1;2;2;1;"biology";5,5;2;1,5;7;2;9;108
"366";2;1;1;3;1;5;1;3;6;6;5;5;1;1;9;2;2;9;1;7;1;1;13259;11078;7065;12000;12704;9792;11479;8391;23737;19896;8775;5288;10065;11207;12304;12185;8617;8664;6839;20879;4705;6575;8;247;144;3;3;3;5;7;7;7;3;5;7;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;"US";3;2;1;1;39;1920;1080;1;6;1;4;0;2;2;1;"History";5;5;5;3;7;14;70
"367";5;9;9;9;1;9;2;9;9;9;2;8;1;9;9;7;9;7;2;7;1;1;3515;6309;3373;12846;6161;6856;10272;3098;4848;6651;7192;10402;13217;8248;3780;5723;3239;4594;7488;3985;3724;5142;33;142;99;6;1;3;7;7;1;7;1;1;6;1;1;1;1;1;0;1;0;0;1;0;0;1;1;1;1;"US";1;3;2;1;16;1366;768;1;7;2;4;2;1;2;1;"";3,5;4;4;2;6,5;11;120
"368";8;3;6;4;6;6;6;3;4;7;6;6;6;7;3;3;4;6;6;4;3;8;9099;3628;9150;2676;7509;5600;8750;3439;4636;6474;4710;4593;13198;4488;6519;7795;7194;4001;9331;3380;5146;3936;3;137;103;1;6;3;6;5;1;2;3;3;2;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;3;2;1;18;1280;800;1;1;2;4;2;1;3;1;"";1;4;4,5;3;3,5;9;104
"369";2;1;1;9;3;5;2;7;8;3;8;6;8;2;8;1;1;8;2;8;8;2;9726;5569;4242;5223;8154;8646;14460;5311;5117;11675;6195;4551;8080;5272;5229;3106;5736;5687;12807;3824;4481;7125;9;152;113;5;3;7;4;4;3;5;6;3;4;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";3;2;1;1;26;1440;900;1;12;2;4;2;1;2;1;"Political Science";4;4;3,5;6,5;4;12;100
"370";2;2;2;9;2;9;2;4;7;4;9;3;8;5;9;1;1;9;1;8;7;2;12265;12002;8396;6460;7029;10180;5968;7356;9309;8993;9458;6511;15499;18228;10534;9883;8664;11304;10818;6049;6285;9790;2;213;257;5;2;6;2;6;5;5;3;3;3;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;"US";2;1;1;1;18;768;1024;1;2;1;4;2;1;0;1;"";5;3,5;2,5;4,5;4,5;13;102
"371";3;1;2;8;3;8;1;6;9;5;8;3;8;3;9;1;3;8;2;9;5;6;37468;8711;15158;15649;16678;14906;14842;10337;11031;17722;17416;10952;15931;12333;11863;11882;23472;18215;15918;11198;10235;16947;3;344;215;7;2;5;2;7;6;5;3;2;6;1;1;0;1;1;0;1;0;0;1;0;0;1;1;1;1;"US";2;2;1;1;23;320;480;1;2;1;4;2;1;5;1;"Chemistry";6,5;3,5;2;4;6,5;10;107
"372";5;9;9;1;9;1;9;2;1;9;1;9;1;9;1;7;9;1;5;1;1;9;19149;6759;8964;5248;8668;7109;8230;6840;9411;5135;5462;7427;9365;6032;8051;10448;8320;5399;9354;6568;5664;6631;5;178;180;4;3;3;1;4;4;2;7;2;5;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;0;1;1;33;360;640;1;4;1;4;2;2;3;1;"";4;2,5;1,5;5;4,5;10;95
"373";7;1;1;9;3;9;1;9;9;1;9;4;9;1;9;1;1;9;1;9;9;2;28990;9662;12336;6233;17576;9017;8160;5608;4696;6416;6385;15191;9473;8441;9832;7744;9857;5696;17433;4223;5193;13200;10;224;179;4;3;7;1;7;5;6;7;3;6;1;1;0;1;1;0;0;0;0;1;0;0;1;0;1;1;"US";4;3;1;2;46;1280;800;1;2;1;1;1;1;9;1;"chemical engineering";4,5;4,5;2;7;6,5;8;106
"374";6;1;1;9;2;8;1;7;9;1;9;5;6;1;7;1;1;9;2;8;7;2;44273;8490;62335;9311;28293;23051;14869;9816;32376;14519;10101;9857;37252;10635;14387;13235;16937;12853;20857;18835;10983;19871;3;446;251;6;7;7;3;6;2;6;6;3;3;1;1;0;1;1;0;0;1;0;1;0;0;0;1;1;1;"US";2;3;1;2;18;360;640;1;4;2;4;1;1;1;1;"Economy";4;6,5;3;6,5;4,5;9;96
"375";7;5;6;2;6;2;6;4;5;6;8;6;2;5;1;6;8;8;7;7;1;7;10648;3955;4451;4794;6030;13250;4311;2923;6430;7860;4406;6389;5960;13836;5258;4288;5626;4014;5368;5140;8290;5006;1;140;99;1;3;7;4;5;1;6;6;1;6;1;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";3;2;1;1;19;1920;1080;1;4;1;4;2;1;1;1;"Business";1;4,5;2,5;6,5;5,5;10;103
"376";6;1;1;1;6;8;9;7;6;9;7;9;1;9;6;6;9;9;5;5;1;9;96785;13696;9204;9422;21218;9424;16280;18769;295766;8009;9751;29918;12987;7836;27656;26339;57412;10129;8159;30931;5622;45632;11;774;650;1;2;6;2;5;2;2;5;3;2;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";1;2;1;1;18;962;601;1;12;1;4;2;0;4;1;"";1,5;2;2,5;5,5;3,5;10;123
"377";3;2;5;9;5;7;4;4;5;3;9;3;7;5;2;4;4;2;4;7;6;2;12054;4988;11769;2373;8315;9294;7743;4998;5118;7412;6740;6591;7652;6119;6580;6831;6791;6239;7652;2273;5069;4927;24;149;105;1;4;4;6;6;1;5;3;3;5;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;"US";1;3;2;1;15;1366;768;1;7;1;5;2;1;5;1;"";1;4,5;4,5;3,5;5,5;8;97
"378";1;5;1;7;1;9;1;9;9;1;9;1;9;1;9;1;1;7;1;9;7;1;10907;10382;8956;4630;7778;6480;9665;2563;5183;10892;3845;11249;10286;4808;9562;3833;9425;7507;8926;2969;5515;8669;30;165;134;2;1;3;3;7;1;2;2;1;7;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;"US";2;1;1;1;23;1366;768;2;2;1;4;2;1;4;1;"";1,5;1,5;2;2,5;7;11;94
"379";6;1;2;9;3;7;3;7;7;2;7;4;6;2;4;1;3;7;3;7;6;2;21487;3824;9697;6137;17856;15972;15349;11692;6138;10360;8479;4005;15139;5544;11936;10216;14024;6960;10097;6470;3986;9494;26;226;160;5;6;6;1;6;3;6;2;1;6;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;"US";2;2;1;1;18;1920;1080;1;12;1;4;1;1;3;1;"Mechanical Engineering";4;6;1;4;6;11;92
"380";2;1;1;9;1;9;1;3;9;1;9;2;9;1;6;1;1;9;1;9;8;1;12397;5536;6392;2640;7056;6968;8272;5248;5752;3688;4008;3568;3968;4000;15673;6096;4056;4464;3912;3232;3584;3448;2;126;106;2;2;6;2;7;2;5;5;2;6;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;"US";4;2;1;1;32;1280;1024;1;2;1;4;1;2;3;1;"sociology";2;3,5;2;5,5;6,5;14;91
"381";7;7;8;3;5;7;8;4;8;8;7;7;7;8;8;8;2;8;7;2;2;7;14511;9527;11336;3824;257029;6800;8080;4048;9064;9503;7464;5024;10216;13039;5664;5392;14040;6096;8040;3912;3576;9152;594;429;172;1;2;7;3;4;1;3;7;2;6;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;"US";3;2;1;1;53;1600;900;1;7;1;4;1;2;2;1;"engineering";1;2,5;2,5;7;5;13;124
"382";3;8;9;1;2;3;8;2;3;9;3;8;1;9;7;8;9;3;3;5;1;9;13558;3216;3939;1622;10684;6084;6978;10608;6131;3417;6132;2444;3871;6143;7094;7630;3937;7143;9855;2880;3921;2835;1;131;85;6;2;1;6;6;4;3;2;5;4;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;3;1;1;26;1920;1200;1;10;1;4;2;1;1;1;"";5;2,5;5,5;1,5;5;9;103
"383";1;3;2;9;1;9;1;9;7;1;8;3;9;5;7;1;1;9;2;7;8;3;8123;3049;8903;19245;6568;6032;3674;1406;3217;3767;3529;4447;4280;4224;6535;1584;3720;2664;4216;2960;1744;3776;315;109;84;5;6;3;6;7;4;5;3;6;7;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";2;3;1;1;21;1366;768;1;1;2;4;2;1;1;1;"Law";4,5;5,5;6;3;7;13;102
"384";7;5;5;8;7;5;5;4;5;5;9;7;7;7;8;9;3;8;8;5;5;5;32464;12826;12754;4726;15313;17547;7611;7019;7452;16408;8295;10800;10030;6168;7452;8191;11349;8891;15914;9949;7181;8003;3;248;172;5;4;7;6;5;1;4;4;3;4;1;1;0;1;1;0;0;0;0;1;0;1;0;1;1;1;"US";2;3;2;1;18;1366;768;1;4;1;4;2;1;3;1;"";3;4;4,5;5,5;4,5;9;125
"385";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;5194;14928;6274;4889;17852;4385;7950;12542;5428;3998;7532;3251;9242;9008;11858;7733;6220;4512;6186;2744;4227;2830;25;160;175;5;7;3;5;7;4;7;3;3;7;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;3;2;1;25;1440;900;1;2;2;4;2;1;2;1;"";4,5;7;4;3;7;10;100
"386";1;1;2;9;1;9;2;8;9;1;9;2;9;5;8;1;1;9;1;9;9;1;12857;4492;6867;4772;10157;6638;10373;5031;5043;5406;9011;3796;11925;12692;6744;6159;7978;5729;8616;4221;2799;10202;6;165;139;3;3;7;1;7;1;3;6;2;7;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;1;"US";2;2;1;1;18;1366;768;1;2;2;5;2;1;2;1;"Industrial Design";2;3;1,5;6,5;7;12;105
"387";1;1;1;9;1;9;1;9;9;1;9;3;9;1;9;1;1;9;1;9;9;1;6199;4223;4256;2752;8904;8840;8231;9656;4064;17039;5096;11440;11144;8320;20583;12911;10456;3320;10312;4352;12497;3950;3;190;300;2;7;6;5;7;1;6;6;5;7;1;1;1;1;1;0;1;1;0;1;1;0;1;1;1;1;"US";3;2;1;1;24;1366;768;1;1;1;4;1;1;2;1;"English/Biology";1,5;6,5;5;6;7;13;102
"388";1;1;1;9;1;9;1;6;9;1;9;2;7;5;9;1;1;9;1;7;6;1;12663;3564;7063;3064;7746;6770;13411;6433;5257;4994;4817;11672;20198;8514;5385;4705;6554;4881;4609;18652;5818;6865;1097;176;105;2;2;4;6;7;3;3;4;6;7;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;2;1;19;1024;768;0;1;2;5;2;1;1;1;"";2,5;2,5;6;4;7;9;95
"389";1;1;2;9;1;9;1;9;9;1;9;3;9;4;9;9;2;9;2;9;9;1;14576;12661;15660;7008;8187;8783;11411;3894;4393;12743;4652;4773;6752;9726;7082;8486;16437;14819;8059;4026;3723;4303;7;197;147;1;3;6;5;7;1;6;3;5;6;1;1;0;1;1;0;0;0;1;1;0;0;1;1;1;1;"US";2;2;2;1;16;1280;613;1;2;5;4;0;1;2;1;"";1;4,5;5;4,5;6,5;10;116
"390";5;2;6;7;6;7;7;5;5;6;7;8;4;6;2;6;6;8;6;7;4;3;358760;19611;10121;71229;147486;76572;57394;3957;7081;133539;7651;3985;18761;18849;7201;24510;22991;14391;7842;5804;7545;67664;3;1095;250;5;3;6;4;5;2;4;6;3;4;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;"US";2;1;1;1;18;1366;768;1;7;1;4;2;1;2;1;"";3,5;3,5;3,5;6;4,5;7;116
"391";1;1;1;9;1;9;1;9;9;1;9;1;9;1;9;1;1;9;1;9;9;1;24803;44464;31956;29023;155685;14237;16374;12014;84196;13207;13350;35973;11131;32437;19850;7417;23527;36069;31958;10275;6629;5290;27;672;207;6;7;5;5;7;3;7;5;3;6;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;3;2;1;17;1366;768;2;7;3;4;2;1;1;1;"";4,5;7;4;5;6,5;9;100
"392";2;1;2;6;1;8;6;3;8;6;1;7;9;6;3;2;2;9;1;8;3;3;115880;4851;9703;6366;13059;9346;12154;8347;6615;17132;6334;8394;8004;15072;12217;9345;10594;10407;7567;8784;9190;15446;41;326;201;6;3;3;6;6;7;7;3;2;7;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;"US";4;1;2;1;59;1366;768;1;7;1;4;0;2;7;1;"applied science";6,5;5;4;3;6,5;8;94
"393";2;2;2;6;3;8;2;8;6;8;8;8;2;7;7;7;7;8;6;8;2;2;26576;11340;30976;27647;22626;16782;18462;11179;15373;14505;20756;10615;36268;22362;25305;23806;17041;16307;25764;10412;15924;12056;39;441;303;3;6;7;1;6;1;3;6;1;3;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;"US";2;1;1;1;51;320;480;1;12;1;4;2;1;3;1;"";2;4,5;1;6,5;4,5;10;115
"394";1;1;1;9;1;9;1;8;8;1;9;1;9;1;9;1;1;9;1;9;9;1;121722;3302;3828;6974;5768;6347;7137;3468;6178;5075;4824;3752;5608;6981;7395;4834;3651;5110;13367;6481;3364;6384;185;243;118;1;2;2;5;6;1;2;1;5;6;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;"US";3;3;1;2;19;1366;768;1;2;1;4;2;1;2;1;"Biology";1;2;5;1,5;6;12;98
"395";6;2;6;5;6;7;6;7;9;5;6;6;3;6;8;2;5;6;6;8;3;8;7841;10689;7587;3833;8830;8975;9350;5411;5423;8389;6978;5347;6919;4909;6839;14508;7803;8576;6909;5769;5600;6794;5;165;137;1;2;6;2;4;3;2;7;1;6;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;"US";3;2;1;1;25;1366;768;1;2;1;4;2;1;2;1;"engineering";2;2;1,5;6,5;5;11;118
